Participant,Dimension,Item,Reponse
145,Attente Face Effort,AFE4,4
145,Attente Face Effort,AFE5,5
145,Attente Face Performance,APF1,3
145,Attente Face Performance,APF2,3
145,Attente Face Performance,APF3,4
145,Attente Face Performance,APF4,5
145,Attente Face Performance,APF5,5
145,Attente Face Performance,APF6,3
145,Image Esperee ID Pro,IEIP1,5
145,Image Esperee ID Pro,IEIP2,4
145,Image Esperee ID Pro,IEIP3,3
145,Image Esperee ID Pro,IEIP4,4
145,Motivation,MOT1,3
145,Motivation,MOT2,4
145,Motivation,MOT3,4
145,Motivation,MOT4,3
145,Motivation,MOT5,4
145,Motivation,MOT6,5
145,Motivation,MOT7,4
145,Motivation,MOT8,5
145,Motivation,MOT9,4
145,Intention Adoption,INTU1,3
146,Leadership,LDS2,4
146,Leadership,LDS3,4
146,Leadership,LDS4,4
146,Leadership,LDS5,4
146,Leadership,LDS6,2
146,Normes Subjectives,NSUB1,4
146,Normes Subjectives,NSUB2,3
146,Normes Subjectives,NSUB3,2
146,Normes Subjectives,NSUB4,4
146,Normes Subjectives,NSUB5,3
146,Conditions Facilitantes,CF1,4
146,Conditions Facilitantes,CF2,2
146,Conditions Facilitantes,CF3,3
146,Conditions Facilitantes,CF4,5
146,Conditions Facilitantes,CF5,5
146,Conditions Facilitantes,CF6,5
146,Conditions Facilitantes,CF7,4
146,Conditions Facilitantes,CF8,4
146,Attente Face Effort,AFE1,4
146,Attente Face Effort,AFE2,3
146,Attente Face Effort,AFE4,4
146,Attente Face Effort,AFE5,4
146,Attente Face Performance,APF1,4
146,Attente Face Performance,APF2,4
146,Attente Face Performance,APF3,4
146,Attente Face Performance,APF4,5
146,Attente Face Performance,APF5,5
146,Attente Face Performance,APF6,4
146,Image Esperee ID Pro,IEIP1,5
146,Image Esperee ID Pro,IEIP2,5
146,Image Esperee ID Pro,IEIP3,4
146,Image Esperee ID Pro,IEIP4,2
146,Motivation,MOT1,4
146,Motivation,MOT2,5
146,Motivation,MOT3,4
146,Motivation,MOT4,4
146,Motivation,MOT5,4
146,Motivation,MOT6,5
146,Motivation,MOT7,4
146,Motivation,MOT8,5
146,Motivation,MOT9,5
146,Intention Adoption,INTU1,4
147,Leadership,LDS2,2
147,Leadership,LDS3,3
147,Leadership,LDS4,3
147,Leadership,LDS5,4
147,Leadership,LDS6,4
147,Normes Subjectives,NSUB1,4
147,Normes Subjectives,NSUB2,2
147,Normes Subjectives,NSUB3,3
147,Normes Subjectives,NSUB4,3
147,Normes Subjectives,NSUB5,4
147,Conditions Facilitantes,CF1,4
147,Conditions Facilitantes,CF2,4
147,Conditions Facilitantes,CF3,2
147,Conditions Facilitantes,CF4,4
147,Conditions Facilitantes,CF5,4
147,Conditions Facilitantes,CF6,3
147,Conditions Facilitantes,CF7,4
147,Conditions Facilitantes,CF8,4
147,Attente Face Effort,AFE1,3
147,Attente Face Effort,AFE2,3
147,Attente Face Effort,AFE4,3
147,Attente Face Effort,AFE5,4
147,Attente Face Performance,APF1,3
147,Attente Face Performance,APF2,3
147,Attente Face Performance,APF3,4
147,Attente Face Performance,APF4,4
147,Attente Face Performance,APF5,4
147,Attente Face Performance,APF6,3
147,Image Esperee ID Pro,IEIP1,4
147,Image Esperee ID Pro,IEIP2,4
147,Image Esperee ID Pro,IEIP3,4
147,Image Esperee ID Pro,IEIP4,3
147,Motivation,MOT1,3
147,Motivation,MOT2,4
147,Motivation,MOT3,4
147,Motivation,MOT4,2
147,Motivation,MOT5,3
147,Motivation,MOT6,4
147,Motivation,MOT7,4
147,Motivation,MOT8,4
147,Motivation,MOT9,4
147,Intention Adoption,INTU1,3
148,Leadership,LDS2,3
148,Leadership,LDS3,4
148,Leadership,LDS4,4
148,Leadership,LDS5,2
148,Leadership,LDS6,3
148,Normes Subjectives,NSUB1,3
148,Normes Subjectives,NSUB2,3
148,Normes Subjectives,NSUB3,3
148,Normes Subjectives,NSUB4,3
148,Normes Subjectives,NSUB5,4
148,Conditions Facilitantes,CF1,4
148,Conditions Facilitantes,CF2,2
148,Conditions Facilitantes,CF3,5
148,Conditions Facilitantes,CF4,5
148,Conditions Facilitantes,CF5,5
148,Conditions Facilitantes,CF6,5
148,Conditions Facilitantes,CF7,5
148,Conditions Facilitantes,CF8,3
148,Attente Face Effort,AFE1,5
148,Attente Face Effort,AFE2,5
148,Attente Face Effort,AFE4,3
148,Attente Face Effort,AFE5,5
148,Attente Face Performance,APF1,3
148,Attente Face Performance,APF2,3
148,Attente Face Performance,APF3,5
148,Attente Face Performance,APF4,5
148,Attente Face Performance,APF5,5
148,Attente Face Performance,APF6,3
148,Image Esperee ID Pro,IEIP1,4
148,Image Esperee ID Pro,IEIP2,4
148,Image Esperee ID Pro,IEIP3,5
148,Image Esperee ID Pro,IEIP4,2
148,Motivation,MOT1,4
148,Motivation,MOT2,4
148,Motivation,MOT3,5
148,Motivation,MOT4,5
148,Motivation,MOT5,4
148,Motivation,MOT6,5
148,Motivation,MOT7,4
148,Motivation,MOT8,5
148,Motivation,MOT9,5
148,Intention Adoption,INTU1,5
149,Leadership,LDS2,4
149,Leadership,LDS3,3
149,Leadership,LDS4,3
149,Leadership,LDS5,4
149,Leadership,LDS6,4
149,Normes Subjectives,NSUB1,4
149,Normes Subjectives,NSUB2,4
149,Normes Subjectives,NSUB3,3
149,Normes Subjectives,NSUB4,3
149,Normes Subjectives,NSUB5,3
149,Conditions Facilitantes,CF1,4
149,Conditions Facilitantes,CF2,4
149,Conditions Facilitantes,CF3,3
149,Conditions Facilitantes,CF4,4
149,Conditions Facilitantes,CF5,4
149,Conditions Facilitantes,CF6,3
149,Conditions Facilitantes,CF7,4
149,Conditions Facilitantes,CF8,2
149,Attente Face Effort,AFE1,3
149,Attente Face Effort,AFE2,4
149,Attente Face Effort,AFE4,3
149,Attente Face Effort,AFE5,4
149,Attente Face Performance,APF1,3
149,Attente Face Performance,APF2,2
149,Attente Face Performance,APF3,4
149,Attente Face Performance,APF4,4
149,Attente Face Performance,APF5,3
149,Attente Face Performance,APF6,3
149,Image Esperee ID Pro,IEIP1,4
149,Image Esperee ID Pro,IEIP2,4
149,Image Esperee ID Pro,IEIP3,3
149,Image Esperee ID Pro,IEIP4,3
149,Motivation,MOT1,3
149,Motivation,MOT2,4
149,Motivation,MOT3,4
149,Motivation,MOT4,2
149,Motivation,MOT5,2
149,Motivation,MOT6,4
149,Motivation,MOT7,4
149,Motivation,MOT8,4
149,Motivation,MOT9,4
149,Intention Adoption,INTU1,4
150,Leadership,LDS2,3
150,Leadership,LDS3,2
150,Leadership,LDS4,3
150,Leadership,LDS5,3
150,Leadership,LDS6,3
150,Normes Subjectives,NSUB1,3
150,Normes Subjectives,NSUB2,3
150,Normes Subjectives,NSUB3,2
150,Normes Subjectives,NSUB4,2
150,Normes Subjectives,NSUB5,2
150,Conditions Facilitantes,CF1,4
150,Conditions Facilitantes,CF2,4
150,Conditions Facilitantes,CF3,1
150,Conditions Facilitantes,CF4,2
150,Conditions Facilitantes,CF5,4
150,Conditions Facilitantes,CF6,4
150,Conditions Facilitantes,CF7,4
150,Conditions Facilitantes,CF8,3
150,Attente Face Effort,AFE1,2
150,Attente Face Effort,AFE2,4
150,Attente Face Effort,AFE4,2
150,Attente Face Effort,AFE5,3
150,Attente Face Performance,APF1,2
150,Attente Face Performance,APF2,3
150,Attente Face Performance,APF3,2
150,Attente Face Performance,APF4,2
150,Attente Face Performance,APF5,2
150,Attente Face Performance,APF6,3
150,Image Esperee ID Pro,IEIP1,4
150,Image Esperee ID Pro,IEIP2,4
150,Image Esperee ID Pro,IEIP3,2
150,Image Esperee ID Pro,IEIP4,2
150,Motivation,MOT1,3
150,Motivation,MOT2,3
150,Motivation,MOT3,2
150,Motivation,MOT4,3
150,Motivation,MOT5,3
150,Motivation,MOT6,4
150,Motivation,MOT7,4
150,Motivation,MOT8,4
150,Motivation,MOT9,2
150,Intention Adoption,INTU1,3
151,Leadership,LDS2,4
151,Leadership,LDS3,3
151,Leadership,LDS4,2
151,Leadership,LDS5,4
151,Leadership,LDS6,1
151,Normes Subjectives,NSUB1,2
151,Normes Subjectives,NSUB2,1
151,Normes Subjectives,NSUB3,1
151,Normes Subjectives,NSUB4,3
151,Normes Subjectives,NSUB5,3
151,Conditions Facilitantes,CF1,1
151,Conditions Facilitantes,CF2,4
151,Conditions Facilitantes,CF3,1
151,Conditions Facilitantes,CF4,2
151,Conditions Facilitantes,CF5,3
151,Conditions Facilitantes,CF6,1
151,Conditions Facilitantes,CF7,3
151,Conditions Facilitantes,CF8,4
151,Attente Face Effort,AFE1,3
151,Attente Face Effort,AFE2,4
151,Attente Face Effort,AFE4,5
151,Attente Face Effort,AFE5,4
151,Attente Face Performance,APF1,3
151,Attente Face Performance,APF2,1
151,Attente Face Performance,APF3,2
151,Attente Face Performance,APF4,5
151,Attente Face Performance,APF5,5
151,Attente Face Performance,APF6,3
151,Image Esperee ID Pro,IEIP1,4
151,Image Esperee ID Pro,IEIP2,5
151,Image Esperee ID Pro,IEIP3,2
151,Image Esperee ID Pro,IEIP4,1
151,Motivation,MOT1,3
151,Motivation,MOT2,4
151,Motivation,MOT3,4
151,Motivation,MOT4,1
151,Motivation,MOT5,4
151,Motivation,MOT6,4
151,Motivation,MOT7,4
151,Motivation,MOT8,5
151,Motivation,MOT9,1
151,Intention Adoption,INTU1,3
152,Leadership,LDS2,5
152,Leadership,LDS3,3
152,Leadership,LDS4,5
152,Leadership,LDS5,4
152,Leadership,LDS6,4
152,Normes Subjectives,NSUB1,4
152,Normes Subjectives,NSUB2,3
152,Normes Subjectives,NSUB3,3
152,Normes Subjectives,NSUB4,2
152,Normes Subjectives,NSUB5,5
152,Conditions Facilitantes,CF1,4
152,Conditions Facilitantes,CF2,1
152,Conditions Facilitantes,CF3,1
152,Conditions Facilitantes,CF4,5
152,Conditions Facilitantes,CF5,5
152,Conditions Facilitantes,CF6,5
152,Conditions Facilitantes,CF7,5
152,Conditions Facilitantes,CF8,5
152,Attente Face Effort,AFE1,3
152,Attente Face Effort,AFE2,2
152,Attente Face Effort,AFE4,5
152,Attente Face Effort,AFE5,4
152,Attente Face Performance,APF1,3
152,Attente Face Performance,APF2,3
152,Attente Face Performance,APF3,5
152,Attente Face Performance,APF4,5
152,Attente Face Performance,APF5,5
152,Attente Face Performance,APF6,3
152,Image Esperee ID Pro,IEIP1,5
152,Image Esperee ID Pro,IEIP2,5
152,Image Esperee ID Pro,IEIP3,5
152,Image Esperee ID Pro,IEIP4,2
152,Motivation,MOT1,4
152,Motivation,MOT2,5
152,Motivation,MOT3,5
152,Motivation,MOT4,5
152,Motivation,MOT5,5
152,Motivation,MOT6,5
152,Motivation,MOT7,4
152,Motivation,MOT8,5
152,Motivation,MOT9,5
152,Intention Adoption,INTU1,5
153,Leadership,LDS2,4
153,Leadership,LDS3,3
153,Leadership,LDS4,3
153,Leadership,LDS5,4
153,Leadership,LDS6,2
153,Normes Subjectives,NSUB1,3
153,Normes Subjectives,NSUB2,3
153,Normes Subjectives,NSUB3,4
153,Normes Subjectives,NSUB4,5
153,Normes Subjectives,NSUB5,5
153,Conditions Facilitantes,CF1,5
153,Conditions Facilitantes,CF2,5
153,Conditions Facilitantes,CF3,1
153,Conditions Facilitantes,CF4,5
153,Conditions Facilitantes,CF5,5
153,Conditions Facilitantes,CF6,4
153,Conditions Facilitantes,CF7,5
153,Conditions Facilitantes,CF8,2
153,Attente Face Effort,AFE1,5
153,Attente Face Effort,AFE2,4
153,Attente Face Effort,AFE4,5
153,Attente Face Effort,AFE5,5
153,Attente Face Performance,APF1,5
153,Attente Face Performance,APF2,4
153,Attente Face Performance,APF3,3
153,Attente Face Performance,APF4,5
153,Attente Face Performance,APF5,5
153,Attente Face Performance,APF6,4
153,Image Esperee ID Pro,IEIP1,5
153,Image Esperee ID Pro,IEIP2,5
153,Image Esperee ID Pro,IEIP3,5
153,Image Esperee ID Pro,IEIP4,1
153,Motivation,MOT1,2
153,Motivation,MOT2,5
153,Motivation,MOT3,4
153,Motivation,MOT4,3
153,Motivation,MOT5,3
153,Motivation,MOT6,5
153,Motivation,MOT7,5
153,Motivation,MOT8,5
153,Motivation,MOT9,5
153,Intention Adoption,INTU1,4
154,Leadership,LDS2,4
154,Leadership,LDS3,3
154,Leadership,LDS4,3
154,Leadership,LDS5,5
154,Leadership,LDS6,3
154,Normes Subjectives,NSUB1,3
154,Normes Subjectives,NSUB2,4
154,Normes Subjectives,NSUB3,1
154,Normes Subjectives,NSUB4,3
154,Normes Subjectives,NSUB5,1
154,Conditions Facilitantes,CF1,3
154,Conditions Facilitantes,CF2,3
154,Conditions Facilitantes,CF3,1
154,Conditions Facilitantes,CF4,5
154,Conditions Facilitantes,CF5,5
154,Conditions Facilitantes,CF6,3
154,Conditions Facilitantes,CF7,4
154,Conditions Facilitantes,CF8,4
154,Attente Face Effort,AFE1,3
154,Attente Face Effort,AFE2,5
154,Attente Face Effort,AFE4,5
154,Attente Face Effort,AFE5,3
154,Attente Face Performance,APF1,3
154,Attente Face Performance,APF2,5
154,Attente Face Performance,APF3,4
154,Attente Face Performance,APF4,5
154,Attente Face Performance,APF5,5
154,Attente Face Performance,APF6,3
154,Image Esperee ID Pro,IEIP1,3
154,Image Esperee ID Pro,IEIP2,5
154,Image Esperee ID Pro,IEIP3,4
154,Image Esperee ID Pro,IEIP4,3
154,Motivation,MOT1,3
154,Motivation,MOT2,4
154,Motivation,MOT3,5
154,Motivation,MOT4,3
154,Motivation,MOT5,4
154,Motivation,MOT6,5
154,Motivation,MOT7,5
154,Motivation,MOT8,5
154,Motivation,MOT9,4
154,Intention Adoption,INTU1,4
155,Leadership,LDS2,5
155,Leadership,LDS3,5
155,Leadership,LDS4,5
155,Leadership,LDS5,5
155,Leadership,LDS6,1
155,Normes Subjectives,NSUB1,5
155,Normes Subjectives,NSUB2,2
155,Normes Subjectives,NSUB3,5
155,Normes Subjectives,NSUB4,3
155,Normes Subjectives,NSUB5,5
155,Conditions Facilitantes,CF1,5
155,Conditions Facilitantes,CF2,5
155,Conditions Facilitantes,CF3,1
155,Conditions Facilitantes,CF4,5
155,Conditions Facilitantes,CF5,5
155,Conditions Facilitantes,CF6,5
155,Conditions Facilitantes,CF7,5
155,Conditions Facilitantes,CF8,1
155,Attente Face Effort,AFE1,3
155,Attente Face Effort,AFE2,3
155,Attente Face Effort,AFE4,3
155,Attente Face Effort,AFE5,5
155,Attente Face Performance,APF1,5
155,Attente Face Performance,APF2,5
155,Attente Face Performance,APF3,5
155,Attente Face Performance,APF4,5
155,Attente Face Performance,APF5,3
155,Attente Face Performance,APF6,5
155,Image Esperee ID Pro,IEIP1,5
155,Image Esperee ID Pro,IEIP2,5
155,Image Esperee ID Pro,IEIP3,5
155,Image Esperee ID Pro,IEIP4,1
155,Motivation,MOT1,5
155,Motivation,MOT2,5
155,Motivation,MOT3,5
155,Motivation,MOT4,5
155,Motivation,MOT5,5
155,Motivation,MOT6,5
155,Motivation,MOT7,5
155,Motivation,MOT8,5
155,Motivation,MOT9,5
155,Intention Adoption,INTU1,5
156,Leadership,LDS2,4
156,Leadership,LDS3,3
156,Leadership,LDS4,3
156,Leadership,LDS5,3
156,Leadership,LDS6,3
156,Normes Subjectives,NSUB1,3
156,Normes Subjectives,NSUB2,3
156,Normes Subjectives,NSUB3,2
156,Normes Subjectives,NSUB4,4
156,Normes Subjectives,NSUB5,4
156,Conditions Facilitantes,CF1,4
156,Conditions Facilitantes,CF2,3
156,Conditions Facilitantes,CF3,1
156,Conditions Facilitantes,CF4,5
156,Conditions Facilitantes,CF5,5
156,Conditions Facilitantes,CF6,3
156,Conditions Facilitantes,CF7,5
156,Conditions Facilitantes,CF8,4
156,Attente Face Effort,AFE1,3
156,Attente Face Effort,AFE2,2
156,Attente Face Effort,AFE4,4
156,Attente Face Effort,AFE5,4
156,Attente Face Performance,APF1,3
156,Attente Face Performance,APF2,4
156,Attente Face Performance,APF3,4
156,Attente Face Performance,APF4,4
156,Attente Face Performance,APF5,3
156,Attente Face Performance,APF6,4
156,Image Esperee ID Pro,IEIP1,4
156,Image Esperee ID Pro,IEIP2,5
156,Image Esperee ID Pro,IEIP3,4
156,Image Esperee ID Pro,IEIP4,2
156,Motivation,MOT1,3
156,Motivation,MOT2,4
156,Motivation,MOT3,5
156,Motivation,MOT4,4
156,Motivation,MOT5,4
156,Motivation,MOT6,4
156,Motivation,MOT7,4
156,Motivation,MOT8,5
156,Motivation,MOT9,4
156,Intention Adoption,INTU1,4
157,Leadership,LDS2,5
157,Leadership,LDS3,3
157,Leadership,LDS4,4
157,Leadership,LDS5,4
157,Leadership,LDS6,2
157,Normes Subjectives,NSUB1,5
157,Normes Subjectives,NSUB2,3
157,Normes Subjectives,NSUB3,3
157,Normes Subjectives,NSUB4,3
157,Normes Subjectives,NSUB5,4
157,Conditions Facilitantes,CF1,4
157,Conditions Facilitantes,CF2,2
157,Conditions Facilitantes,CF3,2
157,Conditions Facilitantes,CF4,4
157,Conditions Facilitantes,CF5,5
157,Conditions Facilitantes,CF6,5
157,Conditions Facilitantes,CF7,4
157,Conditions Facilitantes,CF8,4
157,Attente Face Effort,AFE1,3
157,Attente Face Effort,AFE2,3
157,Attente Face Effort,AFE4,3
157,Attente Face Effort,AFE5,3
157,Attente Face Performance,APF1,3
157,Attente Face Performance,APF2,3
157,Attente Face Performance,APF3,4
157,Attente Face Performance,APF4,4
157,Attente Face Performance,APF5,4
157,Attente Face Performance,APF6,3
157,Image Esperee ID Pro,IEIP1,5
157,Image Esperee ID Pro,IEIP2,5
157,Image Esperee ID Pro,IEIP3,4
157,Image Esperee ID Pro,IEIP4,2
157,Motivation,MOT1,3
157,Motivation,MOT2,4
157,Motivation,MOT3,5
157,Motivation,MOT4,3
157,Motivation,MOT5,5
157,Motivation,MOT6,5
157,Motivation,MOT7,5
157,Motivation,MOT8,5
157,Motivation,MOT9,4
157,Intention Adoption,INTU1,5
158,Leadership,LDS2,3
158,Leadership,LDS3,2
158,Leadership,LDS4,3
158,Leadership,LDS5,4
158,Leadership,LDS6,4
158,Normes Subjectives,NSUB1,3
158,Normes Subjectives,NSUB2,3
158,Normes Subjectives,NSUB3,2
158,Normes Subjectives,NSUB4,3
158,Normes Subjectives,NSUB5,4
158,Conditions Facilitantes,CF1,4
158,Conditions Facilitantes,CF2,4
158,Conditions Facilitantes,CF3,1
158,Conditions Facilitantes,CF4,4
158,Conditions Facilitantes,CF5,4
158,Conditions Facilitantes,CF6,3
158,Conditions Facilitantes,CF7,4
158,Conditions Facilitantes,CF8,3
158,Attente Face Effort,AFE1,2
158,Attente Face Effort,AFE2,3
158,Attente Face Effort,AFE4,4
158,Attente Face Effort,AFE5,2
158,Attente Face Performance,APF1,3
158,Attente Face Performance,APF2,3
158,Attente Face Performance,APF3,4
158,Attente Face Performance,APF4,4
158,Attente Face Performance,APF5,4
158,Attente Face Performance,APF6,3
158,Image Esperee ID Pro,IEIP1,4
158,Image Esperee ID Pro,IEIP2,5
158,Image Esperee ID Pro,IEIP3,4
158,Image Esperee ID Pro,IEIP4,3
158,Motivation,MOT1,4
158,Motivation,MOT2,4
158,Motivation,MOT3,4
158,Motivation,MOT4,2
158,Motivation,MOT5,4
158,Motivation,MOT6,4
158,Motivation,MOT7,4
158,Motivation,MOT8,4
158,Motivation,MOT9,3
158,Intention Adoption,INTU1,3
159,Leadership,LDS2,4
159,Leadership,LDS3,3
159,Leadership,LDS4,3
159,Leadership,LDS5,4
159,Leadership,LDS6,3
159,Normes Subjectives,NSUB1,4
159,Normes Subjectives,NSUB2,2
159,Normes Subjectives,NSUB3,1
159,Normes Subjectives,NSUB4,2
159,Normes Subjectives,NSUB5,3
159,Conditions Facilitantes,CF1,4
159,Conditions Facilitantes,CF2,4
159,Conditions Facilitantes,CF3,2
159,Conditions Facilitantes,CF4,4
159,Conditions Facilitantes,CF5,5
159,Conditions Facilitantes,CF6,5
159,Conditions Facilitantes,CF7,5
159,Conditions Facilitantes,CF8,4
159,Attente Face Effort,AFE1,4
159,Attente Face Effort,AFE2,2
159,Attente Face Effort,AFE4,3
159,Attente Face Effort,AFE5,5
159,Attente Face Performance,APF1,3
159,Attente Face Performance,APF2,4
159,Attente Face Performance,APF3,4
159,Attente Face Performance,APF4,4
159,Attente Face Performance,APF5,5
159,Attente Face Performance,APF6,3
159,Image Esperee ID Pro,IEIP1,5
159,Image Esperee ID Pro,IEIP2,4
159,Image Esperee ID Pro,IEIP3,4
159,Image Esperee ID Pro,IEIP4,3
159,Motivation,MOT1,4
159,Motivation,MOT2,2
159,Motivation,MOT3,4
159,Motivation,MOT4,5
159,Motivation,MOT5,4
159,Motivation,MOT6,5
159,Motivation,MOT7,4
159,Motivation,MOT8,5
159,Motivation,MOT9,4
159,Intention Adoption,INTU1,4
160,Leadership,LDS2,4
160,Leadership,LDS3,3
160,Leadership,LDS4,4
160,Leadership,LDS5,3
160,Leadership,LDS6,4
160,Normes Subjectives,NSUB1,5
160,Normes Subjectives,NSUB2,3
160,Normes Subjectives,NSUB3,3
160,Normes Subjectives,NSUB4,3
160,Normes Subjectives,NSUB5,4
160,Conditions Facilitantes,CF1,2
160,Conditions Facilitantes,CF2,4
160,Conditions Facilitantes,CF3,1
160,Conditions Facilitantes,CF4,4
160,Conditions Facilitantes,CF5,5
160,Conditions Facilitantes,CF6,2
160,Conditions Facilitantes,CF7,4
160,Conditions Facilitantes,CF8,2
160,Attente Face Effort,AFE1,2
160,Attente Face Effort,AFE2,4
160,Attente Face Effort,AFE4,1
160,Attente Face Effort,AFE5,4
160,Attente Face Performance,APF1,2
160,Attente Face Performance,APF2,2
160,Attente Face Performance,APF3,4
160,Attente Face Performance,APF4,4
160,Attente Face Performance,APF5,4
160,Attente Face Performance,APF6,3
160,Image Esperee ID Pro,IEIP1,4
160,Image Esperee ID Pro,IEIP2,4
160,Image Esperee ID Pro,IEIP3,4
160,Image Esperee ID Pro,IEIP4,3
160,Motivation,MOT1,2
160,Motivation,MOT2,4
160,Motivation,MOT3,4
160,Motivation,MOT4,4
160,Motivation,MOT5,4
160,Motivation,MOT6,5
160,Motivation,MOT7,4
160,Motivation,MOT8,4
160,Motivation,MOT9,4
160,Intention Adoption,INTU1,3
161,Leadership,LDS2,5
161,Leadership,LDS3,3
161,Leadership,LDS4,4
161,Leadership,LDS5,3
161,Leadership,LDS6,3
161,Normes Subjectives,NSUB1,5
161,Normes Subjectives,NSUB2,2
161,Normes Subjectives,NSUB3,2
161,Normes Subjectives,NSUB4,1
161,Normes Subjectives,NSUB5,3
161,Conditions Facilitantes,CF1,3
161,Conditions Facilitantes,CF2,5
161,Conditions Facilitantes,CF3,2
161,Conditions Facilitantes,CF4,3
161,Conditions Facilitantes,CF5,3
161,Conditions Facilitantes,CF6,3
161,Conditions Facilitantes,CF7,3
161,Conditions Facilitantes,CF8,3
161,Attente Face Effort,AFE1,3
161,Attente Face Effort,AFE2,3
161,Attente Face Effort,AFE4,2
161,Attente Face Effort,AFE5,5
161,Attente Face Performance,APF1,3
161,Attente Face Performance,APF2,3
161,Attente Face Performance,APF3,3
161,Attente Face Performance,APF4,2
161,Attente Face Performance,APF5,3
161,Attente Face Performance,APF6,3
161,Image Esperee ID Pro,IEIP1,4
161,Image Esperee ID Pro,IEIP2,3
161,Image Esperee ID Pro,IEIP3,3
161,Image Esperee ID Pro,IEIP4,3
161,Motivation,MOT1,3
161,Motivation,MOT2,3
161,Motivation,MOT3,2
161,Motivation,MOT4,2
161,Motivation,MOT5,3
161,Motivation,MOT6,5
161,Motivation,MOT7,3
161,Motivation,MOT8,3
161,Motivation,MOT9,3
161,Intention Adoption,INTU1,3
162,Leadership,LDS2,4
162,Leadership,LDS3,4
162,Leadership,LDS4,4
162,Leadership,LDS5,5
162,Leadership,LDS6,4
162,Normes Subjectives,NSUB1,3
162,Normes Subjectives,NSUB2,3
162,Normes Subjectives,NSUB3,3
162,Normes Subjectives,NSUB4,3
162,Normes Subjectives,NSUB5,3
162,Conditions Facilitantes,CF1,4
162,Conditions Facilitantes,CF2,2
162,Conditions Facilitantes,CF3,1
162,Conditions Facilitantes,CF4,5
162,Conditions Facilitantes,CF5,5
162,Conditions Facilitantes,CF6,4
162,Conditions Facilitantes,CF7,3
162,Conditions Facilitantes,CF8,3
162,Attente Face Effort,AFE1,3
162,Attente Face Effort,AFE2,3
162,Attente Face Effort,AFE4,3
162,Attente Face Effort,AFE5,5
162,Attente Face Performance,APF1,3
162,Attente Face Performance,APF2,3
162,Attente Face Performance,APF3,3
162,Attente Face Performance,APF4,3
162,Attente Face Performance,APF5,5
162,Attente Face Performance,APF6,3
162,Image Esperee ID Pro,IEIP1,5
162,Image Esperee ID Pro,IEIP2,5
162,Image Esperee ID Pro,IEIP3,4
162,Image Esperee ID Pro,IEIP4,2
162,Motivation,MOT1,3
162,Motivation,MOT2,4
162,Motivation,MOT3,5
162,Motivation,MOT4,3
162,Motivation,MOT5,5
162,Motivation,MOT6,4
162,Motivation,MOT7,5
162,Motivation,MOT8,5
162,Motivation,MOT9,3
162,Intention Adoption,INTU1,3
163,Leadership,LDS2,3
163,Leadership,LDS3,3
163,Leadership,LDS4,4
163,Leadership,LDS5,4
163,Leadership,LDS6,1
163,Normes Subjectives,NSUB1,3
163,Normes Subjectives,NSUB2,2
163,Normes Subjectives,NSUB3,2
163,Normes Subjectives,NSUB4,3
163,Normes Subjectives,NSUB5,3
163,Conditions Facilitantes,CF1,3
163,Conditions Facilitantes,CF2,4
163,Conditions Facilitantes,CF3,1
163,Conditions Facilitantes,CF4,3
163,Conditions Facilitantes,CF5,4
163,Conditions Facilitantes,CF6,2
163,Conditions Facilitantes,CF7,3
163,Conditions Facilitantes,CF8,2
163,Attente Face Effort,AFE1,2
163,Attente Face Effort,AFE2,3
163,Attente Face Effort,AFE4,5
163,Attente Face Effort,AFE5,3
163,Attente Face Performance,APF1,2
163,Attente Face Performance,APF2,3
163,Attente Face Performance,APF3,2
163,Attente Face Performance,APF4,2
163,Attente Face Performance,APF5,2
163,Attente Face Performance,APF6,2
163,Image Esperee ID Pro,IEIP1,5
163,Image Esperee ID Pro,IEIP2,4
163,Image Esperee ID Pro,IEIP3,3
163,Image Esperee ID Pro,IEIP4,2
163,Motivation,MOT1,3
163,Motivation,MOT2,4
163,Motivation,MOT3,3
163,Motivation,MOT4,3
163,Motivation,MOT5,3
163,Motivation,MOT6,4
163,Motivation,MOT7,4
163,Motivation,MOT8,2
163,Motivation,MOT9,3
163,Intention Adoption,INTU1,3
164,Leadership,LDS2,3
164,Leadership,LDS3,3
164,Leadership,LDS4,4
164,Leadership,LDS5,3
164,Leadership,LDS6,3
164,Normes Subjectives,NSUB1,4
164,Normes Subjectives,NSUB2,3
164,Normes Subjectives,NSUB3,4
164,Normes Subjectives,NSUB4,3
164,Normes Subjectives,NSUB5,4
164,Conditions Facilitantes,CF1,5
164,Conditions Facilitantes,CF2,4
164,Conditions Facilitantes,CF3,1
164,Conditions Facilitantes,CF4,4
164,Conditions Facilitantes,CF5,5
164,Conditions Facilitantes,CF6,3
164,Conditions Facilitantes,CF7,4
164,Conditions Facilitantes,CF8,4
164,Attente Face Effort,AFE1,4
164,Attente Face Effort,AFE2,3
164,Attente Face Effort,AFE4,5
164,Attente Face Effort,AFE5,3
164,Attente Face Performance,APF1,3
164,Attente Face Performance,APF2,2
164,Attente Face Performance,APF3,4
164,Attente Face Performance,APF4,4
164,Attente Face Performance,APF5,5
164,Attente Face Performance,APF6,3
164,Image Esperee ID Pro,IEIP1,4
164,Image Esperee ID Pro,IEIP2,5
164,Image Esperee ID Pro,IEIP3,4
164,Image Esperee ID Pro,IEIP4,2
164,Motivation,MOT1,2
164,Motivation,MOT2,4
