Participant,Dimension,Item,Reponse
50,Conditions Facilitantes,CF7,3
50,Conditions Facilitantes,CF8,3
50,Attente Face Effort,AFE1,5
50,Attente Face Effort,AFE2,4
50,Attente Face Effort,AFE4,5
50,Attente Face Effort,AFE5,4
50,Attente Face Performance,APF1,3
50,Attente Face Performance,APF2,3
50,Attente Face Performance,APF3,5
50,Attente Face Performance,APF4,5
50,Attente Face Performance,APF5,5
50,Attente Face Performance,APF6,3
50,Image Esperee ID Pro,IEIP1,5
50,Image Esperee ID Pro,IEIP2,5
50,Image Esperee ID Pro,IEIP3,4
50,Image Esperee ID Pro,IEIP4,5
50,Motivation,MOT1,3
50,Motivation,MOT2,4
50,Motivation,MOT3,5
50,Motivation,MOT4,5
50,Motivation,MOT5,3
50,Motivation,MOT6,5
50,Motivation,MOT7,5
50,Motivation,MOT8,5
50,Motivation,MOT9,3
50,Intention Adoption,INTU1,5
51,Leadership,LDS2,4
51,Leadership,LDS3,2
51,Leadership,LDS4,2
51,Leadership,LDS5,5
51,Leadership,LDS6,2
51,Normes Subjectives,NSUB1,3
51,Normes Subjectives,NSUB2,2
51,Normes Subjectives,NSUB3,4
51,Normes Subjectives,NSUB4,4
51,Normes Subjectives,NSUB5,4
51,Conditions Facilitantes,CF1,4
51,Conditions Facilitantes,CF2,4
51,Conditions Facilitantes,CF3,4
51,Conditions Facilitantes,CF4,4
51,Conditions Facilitantes,CF5,4
51,Conditions Facilitantes,CF6,3
51,Conditions Facilitantes,CF7,4
51,Conditions Facilitantes,CF8,4
51,Attente Face Effort,AFE1,2
51,Attente Face Effort,AFE2,2
51,Attente Face Effort,AFE4,5
51,Attente Face Effort,AFE5,4
51,Attente Face Performance,APF1,4
51,Attente Face Performance,APF2,2
51,Attente Face Performance,APF3,3
51,Attente Face Performance,APF4,4
51,Attente Face Performance,APF5,4
51,Attente Face Performance,APF6,4
51,Image Esperee ID Pro,IEIP1,5
51,Image Esperee ID Pro,IEIP2,4
51,Image Esperee ID Pro,IEIP3,4
51,Image Esperee ID Pro,IEIP4,2
51,Motivation,MOT1,4
51,Motivation,MOT2,4
51,Motivation,MOT3,5
51,Motivation,MOT4,4
51,Motivation,MOT5,4
51,Motivation,MOT6,5
51,Motivation,MOT7,4
51,Motivation,MOT8,5
51,Motivation,MOT9,4
51,Intention Adoption,INTU1,4
52,Leadership,LDS2,4
52,Leadership,LDS3,3
52,Leadership,LDS4,3
52,Leadership,LDS5,3
52,Leadership,LDS6,3
52,Normes Subjectives,NSUB1,5
52,Normes Subjectives,NSUB2,3
52,Normes Subjectives,NSUB3,1
52,Normes Subjectives,NSUB4,3
52,Normes Subjectives,NSUB5,4
52,Conditions Facilitantes,CF1,4
52,Conditions Facilitantes,CF2,5
52,Conditions Facilitantes,CF3,3
52,Conditions Facilitantes,CF4,5
52,Conditions Facilitantes,CF5,5
52,Conditions Facilitantes,CF6,3
52,Conditions Facilitantes,CF7,4
52,Conditions Facilitantes,CF8,3
52,Attente Face Effort,AFE1,3
52,Attente Face Effort,AFE2,3
52,Attente Face Effort,AFE4,5
52,Attente Face Effort,AFE5,4
52,Attente Face Performance,APF1,3
52,Attente Face Performance,APF2,3
52,Attente Face Performance,APF3,5
52,Attente Face Performance,APF4,5
52,Attente Face Performance,APF5,5
52,Attente Face Performance,APF6,3
52,Image Esperee ID Pro,IEIP1,4
52,Image Esperee ID Pro,IEIP2,4
52,Image Esperee ID Pro,IEIP3,4
52,Image Esperee ID Pro,IEIP4,3
52,Motivation,MOT1,3
52,Motivation,MOT2,5
52,Motivation,MOT3,5
52,Motivation,MOT4,3
52,Motivation,MOT5,3
52,Motivation,MOT6,5
52,Motivation,MOT7,5
52,Motivation,MOT8,5
52,Motivation,MOT9,4
52,Intention Adoption,INTU1,4
53,Leadership,LDS2,4
53,Leadership,LDS3,4
53,Leadership,LDS4,4
53,Leadership,LDS5,2
53,Leadership,LDS6,3
53,Normes Subjectives,NSUB1,3
53,Normes Subjectives,NSUB2,3
53,Normes Subjectives,NSUB3,3
53,Normes Subjectives,NSUB4,5
53,Normes Subjectives,NSUB5,4
53,Conditions Facilitantes,CF1,4
53,Conditions Facilitantes,CF2,2
53,Conditions Facilitantes,CF3,2
53,Conditions Facilitantes,CF4,4
53,Conditions Facilitantes,CF5,4
53,Conditions Facilitantes,CF6,4
53,Conditions Facilitantes,CF7,4
53,Conditions Facilitantes,CF8,4
53,Attente Face Effort,AFE1,4
53,Attente Face Effort,AFE2,3
53,Attente Face Effort,AFE4,4
53,Attente Face Effort,AFE5,3
53,Attente Face Performance,APF1,4
53,Attente Face Performance,APF2,4
53,Attente Face Performance,APF3,4
53,Attente Face Performance,APF4,4
53,Attente Face Performance,APF5,4
53,Attente Face Performance,APF6,4
53,Image Esperee ID Pro,IEIP1,3
53,Image Esperee ID Pro,IEIP2,4
53,Image Esperee ID Pro,IEIP3,4
53,Image Esperee ID Pro,IEIP4,2
53,Motivation,MOT1,4
53,Motivation,MOT2,4
53,Motivation,MOT3,4
53,Motivation,MOT4,4
53,Motivation,MOT5,4
53,Motivation,MOT6,5
53,Motivation,MOT7,4
53,Motivation,MOT8,4
53,Motivation,MOT9,4
53,Intention Adoption,INTU1,4
54,Leadership,LDS2,5
54,Leadership,LDS3,4
54,Leadership,LDS4,5
54,Leadership,LDS5,4
54,Leadership,LDS6,4
54,Normes Subjectives,NSUB1,5
54,Normes Subjectives,NSUB2,3
54,Normes Subjectives,NSUB3,1
54,Normes Subjectives,NSUB4,2
54,Normes Subjectives,NSUB5,2
54,Conditions Facilitantes,CF1,3
54,Conditions Facilitantes,CF2,2
54,Conditions Facilitantes,CF3,1
54,Conditions Facilitantes,CF4,5
54,Conditions Facilitantes,CF5,5
54,Conditions Facilitantes,CF6,4
54,Conditions Facilitantes,CF7,2
54,Conditions Facilitantes,CF8,2
54,Attente Face Effort,AFE1,2
54,Attente Face Effort,AFE2,2
54,Attente Face Effort,AFE4,4
54,Attente Face Effort,AFE5,5
54,Attente Face Performance,APF1,3
54,Attente Face Performance,APF2,1
54,Attente Face Performance,APF3,5
54,Attente Face Performance,APF4,4
54,Attente Face Performance,APF5,4
54,Attente Face Performance,APF6,2
54,Image Esperee ID Pro,IEIP1,4
54,Image Esperee ID Pro,IEIP2,5
54,Image Esperee ID Pro,IEIP3,4
54,Image Esperee ID Pro,IEIP4,5
54,Motivation,MOT1,2
54,Motivation,MOT2,4
54,Motivation,MOT3,4
54,Motivation,MOT4,1
54,Motivation,MOT5,3
54,Motivation,MOT6,5
54,Motivation,MOT7,4
54,Motivation,MOT8,5
54,Motivation,MOT9,3
54,Intention Adoption,INTU1,3
55,Leadership,LDS2,5
55,Leadership,LDS3,3
55,Leadership,LDS4,3
55,Leadership,LDS5,3
55,Leadership,LDS6,1
55,Normes Subjectives,NSUB1,5
55,Normes Subjectives,NSUB2,3
55,Normes Subjectives,NSUB3,3
55,Normes Subjectives,NSUB4,5
55,Normes Subjectives,NSUB5,5
55,Conditions Facilitantes,CF1,5
55,Conditions Facilitantes,CF2,5
55,Conditions Facilitantes,CF3,1
55,Conditions Facilitantes,CF4,5
55,Conditions Facilitantes,CF5,5
55,Conditions Facilitantes,CF6,5
55,Conditions Facilitantes,CF7,5
55,Conditions Facilitantes,CF8,3
55,Attente Face Effort,AFE1,3
55,Attente Face Effort,AFE2,1
55,Attente Face Effort,AFE4,5
55,Attente Face Effort,AFE5,5
55,Attente Face Performance,APF1,3
55,Attente Face Performance,APF2,1
55,Attente Face Performance,APF3,5
55,Attente Face Performance,APF4,5
55,Attente Face Performance,APF5,5
55,Attente Face Performance,APF6,3
55,Image Esperee ID Pro,IEIP1,5
55,Image Esperee ID Pro,IEIP2,5
55,Image Esperee ID Pro,IEIP3,5
55,Image Esperee ID Pro,IEIP4,3
55,Motivation,MOT1,4
55,Motivation,MOT2,5
55,Motivation,MOT3,5
55,Motivation,MOT4,3
55,Motivation,MOT5,3
55,Motivation,MOT6,5
55,Motivation,MOT7,4
55,Motivation,MOT8,5
55,Motivation,MOT9,5
55,Intention Adoption,INTU1,3
56,Leadership,LDS2,5
56,Leadership,LDS3,3
56,Leadership,LDS4,3
56,Leadership,LDS5,2
56,Leadership,LDS6,4
56,Normes Subjectives,NSUB1,4
56,Normes Subjectives,NSUB2,3
56,Normes Subjectives,NSUB3,3
56,Normes Subjectives,NSUB4,4
56,Normes Subjectives,NSUB5,5
56,Conditions Facilitantes,CF1,4
56,Conditions Facilitantes,CF2,2
56,Conditions Facilitantes,CF3,2
56,Conditions Facilitantes,CF4,5
56,Conditions Facilitantes,CF5,4
56,Conditions Facilitantes,CF6,4
56,Conditions Facilitantes,CF7,3
56,Conditions Facilitantes,CF8,4
56,Attente Face Effort,AFE1,3
56,Attente Face Effort,AFE2,3
56,Attente Face Effort,AFE4,4
56,Attente Face Effort,AFE5,2
56,Attente Face Performance,APF1,3
56,Attente Face Performance,APF2,3
56,Attente Face Performance,APF3,5
56,Attente Face Performance,APF4,4
56,Attente Face Performance,APF5,5
56,Attente Face Performance,APF6,4
56,Image Esperee ID Pro,IEIP1,5
56,Image Esperee ID Pro,IEIP2,5
56,Image Esperee ID Pro,IEIP3,4
56,Image Esperee ID Pro,IEIP4,3
56,Motivation,MOT1,4
56,Motivation,MOT2,4
56,Motivation,MOT3,4
56,Motivation,MOT4,4
56,Motivation,MOT5,4
56,Motivation,MOT6,5
56,Motivation,MOT7,5
56,Motivation,MOT8,5
56,Motivation,MOT9,4
56,Intention Adoption,INTU1,4
57,Leadership,LDS2,4
57,Leadership,LDS3,3
57,Leadership,LDS4,4
57,Leadership,LDS5,4
57,Leadership,LDS6,3
57,Normes Subjectives,NSUB1,3
57,Normes Subjectives,NSUB2,2
57,Normes Subjectives,NSUB3,2
57,Normes Subjectives,NSUB4,4
57,Normes Subjectives,NSUB5,5
57,Conditions Facilitantes,CF1,5
57,Conditions Facilitantes,CF2,4
57,Conditions Facilitantes,CF3,3
57,Conditions Facilitantes,CF4,5
57,Conditions Facilitantes,CF5,5
57,Conditions Facilitantes,CF6,4
57,Conditions Facilitantes,CF7,3
57,Conditions Facilitantes,CF8,2
57,Attente Face Effort,AFE1,4
57,Attente Face Effort,AFE2,1
57,Attente Face Effort,AFE4,2
57,Attente Face Effort,AFE5,3
57,Attente Face Performance,APF1,5
57,Attente Face Performance,APF2,4
57,Attente Face Performance,APF3,5
57,Attente Face Performance,APF4,5
57,Attente Face Performance,APF5,3
57,Attente Face Performance,APF6,4
57,Image Esperee ID Pro,IEIP1,5
57,Image Esperee ID Pro,IEIP2,5
57,Image Esperee ID Pro,IEIP3,4
57,Image Esperee ID Pro,IEIP4,2
57,Motivation,MOT1,2
57,Motivation,MOT2,4
57,Motivation,MOT3,4
57,Motivation,MOT4,2
57,Motivation,MOT5,4
57,Motivation,MOT6,5
57,Motivation,MOT7,5
57,Motivation,MOT8,5
57,Motivation,MOT9,5
57,Intention Adoption,INTU1,5
58,Leadership,LDS2,4
58,Leadership,LDS3,4
58,Leadership,LDS4,2
58,Leadership,LDS5,4
58,Leadership,LDS6,2
58,Normes Subjectives,NSUB1,4
58,Normes Subjectives,NSUB2,2
58,Normes Subjectives,NSUB3,1
58,Normes Subjectives,NSUB4,3
58,Normes Subjectives,NSUB5,2
58,Conditions Facilitantes,CF1,4
58,Conditions Facilitantes,CF2,3
58,Conditions Facilitantes,CF3,2
58,Conditions Facilitantes,CF4,4
58,Conditions Facilitantes,CF5,4
58,Conditions Facilitantes,CF6,3
58,Conditions Facilitantes,CF7,4
58,Conditions Facilitantes,CF8,3
58,Attente Face Effort,AFE1,2
58,Attente Face Effort,AFE2,1
58,Attente Face Effort,AFE4,2
58,Attente Face Effort,AFE5,4
58,Attente Face Performance,APF1,3
58,Attente Face Performance,APF2,3
58,Attente Face Performance,APF3,5
58,Attente Face Performance,APF4,4
58,Attente Face Performance,APF5,4
58,Attente Face Performance,APF6,3
58,Image Esperee ID Pro,IEIP1,4
58,Image Esperee ID Pro,IEIP2,5
58,Image Esperee ID Pro,IEIP3,4
58,Image Esperee ID Pro,IEIP4,4
58,Motivation,MOT1,4
58,Motivation,MOT2,5
58,Motivation,MOT3,4
58,Motivation,MOT4,4
58,Motivation,MOT5,4
58,Motivation,MOT6,4
58,Motivation,MOT7,4
58,Motivation,MOT8,4
58,Motivation,MOT9,4
58,Intention Adoption,INTU1,3
59,Leadership,LDS2,4
59,Leadership,LDS3,3
59,Leadership,LDS4,5
59,Leadership,LDS5,1
59,Leadership,LDS6,1
59,Normes Subjectives,NSUB1,3
59,Normes Subjectives,NSUB2,1
59,Normes Subjectives,NSUB3,1
59,Normes Subjectives,NSUB4,3
59,Normes Subjectives,NSUB5,5
59,Conditions Facilitantes,CF1,5
59,Conditions Facilitantes,CF2,1
59,Conditions Facilitantes,CF3,2
59,Conditions Facilitantes,CF4,5
59,Conditions Facilitantes,CF5,5
59,Conditions Facilitantes,CF6,5
59,Conditions Facilitantes,CF7,5
59,Conditions Facilitantes,CF8,5
59,Attente Face Effort,AFE1,5
59,Attente Face Effort,AFE2,5
59,Attente Face Effort,AFE4,5
59,Attente Face Effort,AFE5,5
59,Attente Face Performance,APF1,5
59,Attente Face Performance,APF2,5
59,Attente Face Performance,APF3,5
59,Attente Face Performance,APF4,5
59,Attente Face Performance,APF5,5
59,Attente Face Performance,APF6,5
59,Image Esperee ID Pro,IEIP1,5
59,Image Esperee ID Pro,IEIP2,5
59,Image Esperee ID Pro,IEIP3,5
59,Image Esperee ID Pro,IEIP4,1
59,Motivation,MOT1,5
59,Motivation,MOT2,5
59,Motivation,MOT3,5
59,Motivation,MOT4,5
59,Motivation,MOT5,5
59,Motivation,MOT6,5
59,Motivation,MOT7,5
59,Motivation,MOT8,5
59,Motivation,MOT9,5
59,Intention Adoption,INTU1,5
60,Leadership,LDS2,4
60,Leadership,LDS3,4
60,Leadership,LDS4,4
60,Leadership,LDS5,5
60,Leadership,LDS6,2
60,Normes Subjectives,NSUB1,4
60,Normes Subjectives,NSUB2,1
60,Normes Subjectives,NSUB3,1
60,Normes Subjectives,NSUB4,4
60,Normes Subjectives,NSUB5,5
60,Conditions Facilitantes,CF1,5
60,Conditions Facilitantes,CF2,2
60,Conditions Facilitantes,CF3,1
60,Conditions Facilitantes,CF4,5
60,Conditions Facilitantes,CF5,5
60,Conditions Facilitantes,CF6,5
60,Conditions Facilitantes,CF7,3
60,Conditions Facilitantes,CF8,5
60,Attente Face Effort,AFE1,5
60,Attente Face Effort,AFE2,3
60,Attente Face Effort,AFE4,1
60,Attente Face Effort,AFE5,5
60,Attente Face Performance,APF1,4
60,Attente Face Performance,APF2,3
60,Attente Face Performance,APF3,5
60,Attente Face Performance,APF4,5
60,Attente Face Performance,APF5,5
60,Attente Face Performance,APF6,4
60,Image Esperee ID Pro,IEIP1,5
60,Image Esperee ID Pro,IEIP2,5
60,Image Esperee ID Pro,IEIP3,5
60,Image Esperee ID Pro,IEIP4,2
60,Motivation,MOT1,4
60,Motivation,MOT2,5
60,Motivation,MOT3,5
60,Motivation,MOT4,3
60,Motivation,MOT5,5
60,Motivation,MOT6,5
60,Motivation,MOT7,5
60,Motivation,MOT8,5
60,Motivation,MOT9,5
60,Intention Adoption,INTU1,5
61,Leadership,LDS2,4
61,Leadership,LDS3,3
61,Leadership,LDS4,3
61,Leadership,LDS5,3
61,Leadership,LDS6,3
61,Normes Subjectives,NSUB1,3
61,Normes Subjectives,NSUB2,2
61,Normes Subjectives,NSUB3,3
61,Normes Subjectives,NSUB4,5
61,Normes Subjectives,NSUB5,4
61,Conditions Facilitantes,CF1,4
61,Conditions Facilitantes,CF2,3
61,Conditions Facilitantes,CF3,2
61,Conditions Facilitantes,CF4,5
61,Conditions Facilitantes,CF5,4
61,Conditions Facilitantes,CF6,4
61,Conditions Facilitantes,CF7,3
61,Conditions Facilitantes,CF8,5
61,Attente Face Effort,AFE1,3
61,Attente Face Effort,AFE2,4
61,Attente Face Effort,AFE4,4
61,Attente Face Effort,AFE5,4
61,Attente Face Performance,APF1,4
61,Attente Face Performance,APF2,4
61,Attente Face Performance,APF3,5
61,Attente Face Performance,APF4,5
61,Attente Face Performance,APF5,5
61,Attente Face Performance,APF6,4
61,Image Esperee ID Pro,IEIP1,5
61,Image Esperee ID Pro,IEIP2,5
61,Image Esperee ID Pro,IEIP3,5
61,Image Esperee ID Pro,IEIP4,3
61,Motivation,MOT1,3
61,Motivation,MOT2,5
61,Motivation,MOT3,4
61,Motivation,MOT4,4
61,Motivation,MOT5,4
61,Motivation,MOT6,5
61,Motivation,MOT7,5
61,Motivation,MOT8,5
61,Motivation,MOT9,5
61,Intention Adoption,INTU1,4
62,Leadership,LDS2,4
62,Leadership,LDS3,3
62,Leadership,LDS4,4
62,Leadership,LDS5,4
62,Leadership,LDS6,4
62,Normes Subjectives,NSUB1,5
62,Normes Subjectives,NSUB2,2
62,Normes Subjectives,NSUB3,2
62,Normes Subjectives,NSUB4,5
62,Normes Subjectives,NSUB5,5
62,Conditions Facilitantes,CF1,4
62,Conditions Facilitantes,CF2,4
62,Conditions Facilitantes,CF3,2
62,Conditions Facilitantes,CF4,5
62,Conditions Facilitantes,CF5,5
62,Conditions Facilitantes,CF6,4
62,Conditions Facilitantes,CF7,4
62,Conditions Facilitantes,CF8,2
62,Attente Face Effort,AFE1,3
62,Attente Face Effort,AFE2,3
62,Attente Face Effort,AFE4,5
62,Attente Face Effort,AFE5,4
62,Attente Face Performance,APF1,3
62,Attente Face Performance,APF2,3
62,Attente Face Performance,APF3,4
62,Attente Face Performance,APF4,4
62,Attente Face Performance,APF5,5
62,Attente Face Performance,APF6,3
62,Image Esperee ID Pro,IEIP1,5
62,Image Esperee ID Pro,IEIP2,5
62,Image Esperee ID Pro,IEIP3,4
62,Image Esperee ID Pro,IEIP4,2
62,Motivation,MOT1,3
62,Motivation,MOT2,4
62,Motivation,MOT3,5
62,Motivation,MOT4,4
62,Motivation,MOT5,4
62,Motivation,MOT6,5
62,Motivation,MOT7,4
62,Motivation,MOT8,5
62,Motivation,MOT9,4
62,Intention Adoption,INTU1,4
63,Leadership,LDS2,5
63,Leadership,LDS3,3
63,Leadership,LDS4,3
63,Leadership,LDS5,3
63,Leadership,LDS6,3
63,Normes Subjectives,NSUB1,5
63,Normes Subjectives,NSUB2,1
63,Normes Subjectives,NSUB3,1
63,Normes Subjectives,NSUB4,5
63,Normes Subjectives,NSUB5,1
63,Conditions Facilitantes,CF1,5
63,Conditions Facilitantes,CF2,1
63,Conditions Facilitantes,CF3,1
63,Conditions Facilitantes,CF4,5
63,Conditions Facilitantes,CF5,5
63,Conditions Facilitantes,CF6,5
63,Conditions Facilitantes,CF7,5
63,Conditions Facilitantes,CF8,4
63,Attente Face Effort,AFE1,3
63,Attente Face Effort,AFE2,3
63,Attente Face Effort,AFE4,1
63,Attente Face Effort,AFE5,5
63,Attente Face Performance,APF1,5
63,Attente Face Performance,APF2,3
63,Attente Face Performance,APF3,5
63,Attente Face Performance,APF4,5
63,Attente Face Performance,APF5,5
63,Attente Face Performance,APF6,5
63,Image Esperee ID Pro,IEIP1,5
63,Image Esperee ID Pro,IEIP2,5
63,Image Esperee ID Pro,IEIP3,5
63,Image Esperee ID Pro,IEIP4,5
63,Motivation,MOT1,5
63,Motivation,MOT2,5
63,Motivation,MOT3,5
63,Motivation,MOT4,3
63,Motivation,MOT5,5
63,Motivation,MOT6,5
63,Motivation,MOT7,5
63,Motivation,MOT8,5
63,Motivation,MOT9,5
63,Intention Adoption,INTU1,5
64,Leadership,LDS2,5
64,Leadership,LDS3,3
64,Leadership,LDS4,3
64,Leadership,LDS5,5
64,Leadership,LDS6,3
64,Normes Subjectives,NSUB1,5
64,Normes Subjectives,NSUB2,3
64,Normes Subjectives,NSUB3,4
64,Normes Subjectives,NSUB4,3
64,Normes Subjectives,NSUB5,4
64,Conditions Facilitantes,CF1,5
64,Conditions Facilitantes,CF2,2
64,Conditions Facilitantes,CF3,1
64,Conditions Facilitantes,CF4,5
64,Conditions Facilitantes,CF5,5
64,Conditions Facilitantes,CF6,5
64,Conditions Facilitantes,CF7,5
64,Conditions Facilitantes,CF8,1
64,Attente Face Effort,AFE1,5
64,Attente Face Effort,AFE2,1
64,Attente Face Effort,AFE4,2
64,Attente Face Effort,AFE5,3
64,Attente Face Performance,APF1,5
64,Attente Face Performance,APF2,3
64,Attente Face Performance,APF3,3
64,Attente Face Performance,APF4,5
64,Attente Face Performance,APF5,5
64,Attente Face Performance,APF6,3
64,Image Esperee ID Pro,IEIP1,5
64,Image Esperee ID Pro,IEIP2,2
64,Image Esperee ID Pro,IEIP3,4
64,Image Esperee ID Pro,IEIP4,1
64,Motivation,MOT1,4
64,Motivation,MOT2,4
64,Motivation,MOT3,5
64,Motivation,MOT4,3
64,Motivation,MOT5,3
64,Motivation,MOT6,5
64,Motivation,MOT7,3
64,Motivation,MOT8,3
64,Motivation,MOT9,5
64,Intention Adoption,INTU1,5
65,Leadership,LDS2,4
65,Leadership,LDS3,5
65,Leadership,LDS4,4
65,Leadership,LDS5,4
65,Leadership,LDS6,3
65,Normes Subjectives,NSUB1,5
65,Normes Subjectives,NSUB2,3
65,Normes Subjectives,NSUB3,2
65,Normes Subjectives,NSUB4,4
65,Normes Subjectives,NSUB5,4
65,Conditions Facilitantes,CF1,4
65,Conditions Facilitantes,CF2,4
65,Conditions Facilitantes,CF3,1
65,Conditions Facilitantes,CF4,4
65,Conditions Facilitantes,CF5,5
65,Conditions Facilitantes,CF6,1
65,Conditions Facilitantes,CF7,4
65,Conditions Facilitantes,CF8,2
65,Attente Face Effort,AFE1,5
65,Attente Face Effort,AFE2,5
65,Attente Face Effort,AFE4,5
65,Attente Face Effort,AFE5,2
65,Attente Face Performance,APF1,4
65,Attente Face Performance,APF2,2
65,Attente Face Performance,APF3,4
65,Attente Face Performance,APF4,4
65,Attente Face Performance,APF5,4
65,Attente Face Performance,APF6,3
65,Image Esperee ID Pro,IEIP1,5
65,Image Esperee ID Pro,IEIP2,5
65,Image Esperee ID Pro,IEIP3,4
65,Image Esperee ID Pro,IEIP4,2
65,Motivation,MOT1,3
65,Motivation,MOT2,4
65,Motivation,MOT3,4
65,Motivation,MOT4,4
65,Motivation,MOT5,4
65,Motivation,MOT6,5
65,Motivation,MOT7,4
65,Motivation,MOT8,5
65,Motivation,MOT9,4
65,Intention Adoption,INTU1,5
66,Leadership,LDS2,4
66,Leadership,LDS3,3
66,Leadership,LDS4,3
66,Leadership,LDS5,2
66,Leadership,LDS6,3
66,Normes Subjectives,NSUB1,3
66,Normes Subjectives,NSUB2,3
66,Normes Subjectives,NSUB3,3
66,Normes Subjectives,NSUB4,4
66,Normes Subjectives,NSUB5,3
66,Conditions Facilitantes,CF1,3
66,Conditions Facilitantes,CF2,3
66,Conditions Facilitantes,CF3,1
66,Conditions Facilitantes,CF4,5
66,Conditions Facilitantes,CF5,5
66,Conditions Facilitantes,CF6,5
66,Conditions Facilitantes,CF7,5
66,Conditions Facilitantes,CF8,4
66,Attente Face Effort,AFE1,4
66,Attente Face Effort,AFE2,3
66,Attente Face Effort,AFE4,5
66,Attente Face Effort,AFE5,4
66,Attente Face Performance,APF1,4
66,Attente Face Performance,APF2,5
66,Attente Face Performance,APF3,3
66,Attente Face Performance,APF4,5
66,Attente Face Performance,APF5,4
66,Attente Face Performance,APF6,4
66,Image Esperee ID Pro,IEIP1,5
66,Image Esperee ID Pro,IEIP2,5
66,Image Esperee ID Pro,IEIP3,4
66,Image Esperee ID Pro,IEIP4,1
66,Motivation,MOT1,3
66,Motivation,MOT2,4
66,Motivation,MOT3,5
66,Motivation,MOT4,3
66,Motivation,MOT5,3
66,Motivation,MOT6,5
66,Motivation,MOT7,5
66,Motivation,MOT8,5
66,Motivation,MOT9,5
66,Intention Adoption,INTU1,5
67,Leadership,LDS2,4
67,Leadership,LDS3,3
67,Leadership,LDS4,3
67,Leadership,LDS5,5
67,Leadership,LDS6,2
67,Normes Subjectives,NSUB1,3
67,Normes Subjectives,NSUB2,2
67,Normes Subjectives,NSUB3,2
67,Normes Subjectives,NSUB4,2
67,Normes Subjectives,NSUB5,3
67,Conditions Facilitantes,CF1,4
67,Conditions Facilitantes,CF2,4
67,Conditions Facilitantes,CF3,1
67,Conditions Facilitantes,CF4,5
67,Conditions Facilitantes,CF5,5
67,Conditions Facilitantes,CF6,3
67,Conditions Facilitantes,CF7,5
67,Conditions Facilitantes,CF8,4
67,Attente Face Effort,AFE1,3
67,Attente Face Effort,AFE2,4
67,Attente Face Effort,AFE4,5
67,Attente Face Effort,AFE5,5
67,Attente Face Performance,APF1,3
67,Attente Face Performance,APF2,3
67,Attente Face Performance,APF3,5
67,Attente Face Performance,APF4,5
67,Attente Face Performance,APF5,5
67,Attente Face Performance,APF6,3
67,Image Esperee ID Pro,IEIP1,5
67,Image Esperee ID Pro,IEIP2,5
67,Image Esperee ID Pro,IEIP3,4
67,Image Esperee ID Pro,IEIP4,1
67,Motivation,MOT1,3
67,Motivation,MOT2,5
67,Motivation,MOT3,4
67,Motivation,MOT4,4
67,Motivation,MOT5,5
67,Motivation,MOT6,5
67,Motivation,MOT7,5
67,Motivation,MOT8,5
67,Motivation,MOT9,5
67,Intention Adoption,INTU1,4
68,Leadership,LDS2,3
68,Leadership,LDS3,3
68,Leadership,LDS4,3
68,Leadership,LDS5,2
68,Leadership,LDS6,1
68,Normes Subjectives,NSUB1,3
68,Normes Subjectives,NSUB2,4
68,Normes Subjectives,NSUB3,4
68,Normes Subjectives,NSUB4,4
68,Normes Subjectives,NSUB5,3
68,Conditions Facilitantes,CF1,4
68,Conditions Facilitantes,CF2,2
68,Conditions Facilitantes,CF3,2
68,Conditions Facilitantes,CF4,5
68,Conditions Facilitantes,CF5,5
68,Conditions Facilitantes,CF6,3
68,Conditions Facilitantes,CF7,4
68,Conditions Facilitantes,CF8,4
68,Attente Face Effort,AFE1,3
68,Attente Face Effort,AFE2,2
68,Attente Face Effort,AFE4,5
68,Attente Face Effort,AFE5,3
68,Attente Face Performance,APF1,5
68,Attente Face Performance,APF2,3
68,Attente Face Performance,APF3,2
68,Attente Face Performance,APF4,4
68,Attente Face Performance,APF5,5
68,Attente Face Performance,APF6,3
68,Image Esperee ID Pro,IEIP1,4
68,Image Esperee ID Pro,IEIP2,5
68,Image Esperee ID Pro,IEIP3,4
68,Image Esperee ID Pro,IEIP4,2
68,Motivation,MOT1,2
68,Motivation,MOT2,4
68,Motivation,MOT3,5
68,Motivation,MOT4,1
68,Motivation,MOT5,3
68,Motivation,MOT6,5
68,Motivation,MOT7,5
68,Motivation,MOT8,4
68,Motivation,MOT9,4
68,Intention Adoption,INTU1,4
69,Leadership,LDS2,5
69,Leadership,LDS3,3
69,Leadership,LDS4,3
69,Leadership,LDS5,3
69,Leadership,LDS6,2
69,Normes Subjectives,NSUB1,5
69,Normes Subjectives,NSUB2,3
69,Normes Subjectives,NSUB3,3
69,Normes Subjectives,NSUB4,4
69,Normes Subjectives,NSUB5,3
69,Conditions Facilitantes,CF1,3
69,Conditions Facilitantes,CF2,3
69,Conditions Facilitantes,CF3,1
69,Conditions Facilitantes,CF4,3
69,Conditions Facilitantes,CF5,3
69,Conditions Facilitantes,CF6,1
69,Conditions Facilitantes,CF7,3
69,Conditions Facilitantes,CF8,3
69,Attente Face Effort,AFE1,3
69,Attente Face Effort,AFE2,3
69,Attente Face Effort,AFE4,5
69,Attente Face Effort,AFE5,3
69,Attente Face Performance,APF1,3
69,Attente Face Performance,APF2,2
69,Attente Face Performance,APF3,4
69,Attente Face Performance,APF4,3
69,Attente Face Performance,APF5,3
69,Attente Face Performance,APF6,2
69,Image Esperee ID Pro,IEIP1,4
69,Image Esperee ID Pro,IEIP2,3
